1,203609
1500000,2759.44
1510000,2557.93
1520000,3128.33
1530000,2355.26
1540000,2666.87
1550000,2665.52
1560000,2338.61
1570000,3165.68
1580000,2409.62
1590000,2499.40
1600000,2461.56
1610000,2543.81
1620000,2478.12
1630000,2302.68
1640000,3080.47
1650000,3033.36
1660000,2378.21
1670000,2491.44
1680000,2502.37
1690000,2674.85
1700000,2147.02
1710000,2564.87
1720000,2337.03
1730000,2737.73
1740000,2476.13
1750000,2716.52
1760000,2564.60
1770000,3066.20
1780000,2728.71
1790000,2570.40
1800000,3029.09
1810000,3202.43
1820000,2474.33
1830000,2357.26
1840000,2466.15
1850000,3234.38
1860000,3233.00
1870000,2580.30
1880000,2244.79
1890000,2408.14
1900000,2307.11
1910000,2459.56
1920000,2560.92
1930000,2376.00
1940000,2475.93
1950000,2506.91
1960000,3234.24
1970000,2255.94
1980000,2579.46
1990000,3014.22
2000000,2309.26
2010000,3166.85
2020000,2758.20
2030000,3153.78
2040000,3057.67
2050000,2556.15
2060000,2555.98
2070000,2708.89
2080000,3234.86
2090000,2363.83
2100000,2821.06
2110000,2819.96
2120000,2836.58
2130000,2766.08
2140000,3185.35
2150000,2661.50
2160000,2332.49
2170000,3091.97
2180000,2555.76
2190000,2359.96
2200000,3193.39
2210000,2827.65
2220000,2361.75
2230000,2230.30
2240000,2834.42
2250000,2437.19
2260000,2606.42
2270000,2454.83
2280000,2396.13
2290000,2254.27
2300000,2538.01
2310000,2535.82
2320000,2566.84
2330000,2378.37
2340000,2326.63
2350000,2389.89
2360000,2413.58
2370000,3216.86
2380000,2441.95
2390000,2463.99
2400000,2657.07
2410000,2799.26
2420000,2561.14
2430000,2310.64
2440000,2375.41
2450000,2467.86
2460000,2983.03
2470000,2393.10
2480000,2977.70
2490000,2441.57
2500000,2505.08
1500000,2670.00
1510000,2992.36
1520000,2527.53
1530000,2884.69
1540000,2659.69
1550000,2373.30
1560000,2867.95
1570000,3108.00
1580000,2539.69
1590000,2443.81
1600000,2188.48
1610000,2544.01
1620000,2590.24
1630000,2266.74
1640000,2204.89
1650000,2579.76
1660000,2604.45
1670000,2564.61
1680000,2436.48
1690000,2657.32
1700000,3184.31
1710000,2375.02
1720000,2163.95
1730000,2601.80
1740000,2563.38
1750000,2508.91
1760000,2649.75
1770000,3344.77
1780000,2865.01
1790000,2885.60
1800000,2808.12
1810000,2802.55
1820000,3131.05
1830000,2427.33
1840000,2864.46
1850000,2394.53
1860000,3201.46
1870000,2840.19
1880000,3075.48
1890000,3043.24
1900000,2831.37
1910000,2545.47
1920000,2574.94
1930000,3223.95
1940000,2780.64
1950000,2320.69
1960000,2202.74
1970000,2753.15
1980000,2876.18
1990000,2475.39
2000000,3274.71
2010000,2362.52
2020000,2377.01
2030000,2347.04
2040000,2268.32
2050000,2369.67
2060000,2416.97
2070000,2457.76
2080000,2550.02
2090000,2260.41
2100000,2618.80
2110000,2584.42
2120000,3213.94
2130000,2912.89
2140000,2836.72
2150000,2521.63
2160000,2462.25
2170000,2587.33
2180000,3066.49
2190000,2632.34
2200000,2438.52
2210000,3115.78
2220000,2986.88
2230000,2333.59
2240000,2600.49
2250000,2464.67
2260000,2701.15
2270000,2242.88
2280000,3141.43
2290000,2506.26
2300000,2606.19
2310000,2355.97
2320000,2148.50
2330000,3164.56
2340000,2701.62
2350000,2537.29
2360000,2361.67
2370000,3107.38
2380000,2323.56
2390000,2369.24
2400000,2257.06
2410000,2461.24
2420000,2719.79
2430000,3000.55
2440000,2557.13
2450000,3110.07
2460000,2622.77
2470000,2250.64
2480000,2614.44
2490000,2551.54
