1,262745
1500000,2774.90
1510000,2388.77
1520000,2703.95
1530000,2530.26
1540000,2200.94
1550000,2485.78
1560000,2321.85
1570000,2281.29
1580000,2173.93
1590000,2566.77
1600000,2410.30
1610000,2114.00
1620000,2162.50
1630000,2570.41
1640000,2456.92
1650000,2257.42
1660000,2237.60
1670000,2156.81
1680000,2170.89
1690000,2191.08
1700000,2271.02
1710000,2475.84
1720000,2374.70
1730000,2784.88
1740000,2370.92
1750000,2398.72
1760000,2352.16
1770000,2807.24
1780000,2829.20
1790000,2413.94
1800000,2812.08
1810000,2426.12
1820000,2463.03
1830000,2813.85
1840000,2297.02
1850000,2224.89
1860000,2291.06
1870000,2539.02
1880000,538.58
1890000,1061.40
1900000,5.88
1910000,5.23
1920000,5.36
1930000,8.07
1940000,9.55
1950000,7.46
1960000,8.21
1970000,7.78
1980000,6.24
1990000,9.78
2000000,4.39
2010000,7.83
2020000,3.63
2030000,8.44
2040000,6.10
2050000,3.73
2060000,8.77
2070000,3.85
2080000,3.63
2090000,8.57
2100000,5.16
2110000,6.13
2120000,6.90
2130000,6.22
2140000,4.42
2150000,6.97
2160000,9.75
2170000,4.01
2180000,3.48
2190000,7.36
2200000,3.19
2210000,9.19
2220000,2.94
2230000,6.68
2240000,2.74
2250000,3.51
2260000,3.66
2270000,6.03
2280000,7.83
2290000,3.18
2300000,4.87
2310000,5.15
2320000,5.19
2330000,3.35
2340000,2.44
2350000,4.72
2360000,7.22
2370000,3.38
2380000,6.02
2390000,4.20
2400000,4.97
2410000,3.97
2420000,3.44
2430000,3.22
2440000,2.19
2450000,5.48
2460000,3.25
2470000,5.38
2480000,3.10
2490000,4.00
2500000,6.74
1500000,1929.07
1510000,1959.24
1520000,1886.26
1530000,2099.39
1540000,1941.37
1550000,1966.57
1560000,2185.71
1570000,1791.54
1580000,2156.56
1590000,2116.90
1600000,2008.31
1610000,1926.47
1620000,1965.89
1630000,1904.62
1640000,2002.45
1650000,2417.26
1660000,2104.16
1670000,1823.76
1680000,2090.98
1690000,2228.35
1700000,2062.68
1710000,1913.20
1720000,1881.31
1730000,1955.10
1740000,1999.15
1750000,2427.20
1760000,1895.34
1770000,2007.75
1780000,2051.23
1790000,2012.49
1800000,1986.38
1810000,1919.16
1820000,1857.96
1830000,1913.37
1840000,1897.85
1850000,1931.13
1860000,2245.11
1870000,2350.72
1880000,2434.47
1890000,2065.41
1900000,1869.16
1910000,2395.23
1920000,2214.71
1930000,2084.32
1940000,2331.69
1950000,1885.15
1960000,2389.29
1970000,2437.02
1980000,2019.22
1990000,1932.91
2000000,2054.61
2010000,2170.07
2020000,2186.28
2030000,2386.57
2040000,2444.91
2050000,2422.60
2060000,1984.60
2070000,2370.74
2080000,2268.90
2090000,1980.61
2100000,1914.03
2110000,1909.74
2120000,1876.65
2130000,2424.84
2140000,2050.63
2150000,2222.07
2160000,1961.42
2170000,2135.71
2180000,2060.89
2190000,2043.03
2200000,1874.69
2210000,2645.50
2220000,1994.21
2230000,2166.53
2240000,1941.02
2250000,2020.18
2260000,2278.01
2270000,1973.33
2280000,1945.16
2290000,1866.33
2300000,2220.45
2310000,1902.06
2320000,2040.07
2330000,2447.57
2340000,2098.05
2350000,2020.27
2360000,2065.17
2370000,2144.71
2380000,1900.89
2390000,2126.66
2400000,1974.16
2410000,1851.41
2420000,2511.06
2430000,2019.58
2440000,2165.73
2450000,2170.16
2460000,1924.46
2470000,2191.06
2480000,1904.03
2490000,1957.88
2500000,2511.63
